Vendor | Marketing Name | Device | Model
Samsung | Galaxy J1 Mini Prime | j1minive3gxtc | SM-J106B
Samsung | Galaxy J1 Mini Prime | j1minivelte | SM-J106M
Samsung | Galaxy J1 Mini | j1mini3g | SM-J105B
Samsung | Galaxy J1 Mini | j1mini3g | SM-J105H
Samsung | Galaxy J1 Mini | j1mini3gdx | SM-J105B
Samsung | Galaxy J1 Mini | j1mini3gxw | SM-J105H
Samsung | Galaxy J1 Mini | j1minilte | SM-J105F
Samsung | Galaxy J1 Mini | j1minilte | SM-J105M
Samsung | Galaxy J1 Mini | j1minilte | SM-J105Y
Samsung | Galaxy J1 | j13g | SM-J100H
Samsung | Galaxy J1 | j13g | SM-J100ML
Samsung | Galaxy J1 | j13gtfnvzw | SM-S777C
Samsung | Galaxy J1 | j1lte | SM-J100F
Samsung | Galaxy J1 | j1lte | SM-J100G
Samsung | Galaxy J1 | j1lte | SM-J100M
Samsung | Galaxy J1 | j1nlte | SM-J100FN
Samsung | Galaxy J1 | j1nlte | SM-J100MU
Samsung | Galaxy J1 | j1nlte | SM-J100Y
Samsung | Galaxy J1 | j1qltevzw | SM-J100VPP
Samsung | Galaxy J1 | j1xlte | SM-J120F
Samsung | Galaxy J1 | j1xlte | SM-J120FN
Samsung | Galaxy J1 | j1xlte | SM-J120M
Samsung | Galaxy J1 | j1xlteaio Samsung-SM-J120AZ
Samsung | Galaxy J1 | j1xlteatt Samsung-SM-J120A
Samsung | Galaxy J1 | j1xltecan | SM-J120W
Samsung | Galaxy J1 | j1xqltespr | SM-J120P
Samsung | Galaxy J1 | j1xqltetfnvzw | SM-S120VL
Samsung | Galaxy J1(2016) | j1x3g | SM-J120H
Samsung | Galaxy J1(2016) | j1xlte | SM-J120G
Samsung | Galaxy J1(2016) | j1xlte | SM-J120ZN
Samsung | Galaxy J2 Prime | grandpplte | SM-G532G
Samsung | Galaxy J2 Prime | grandpplte | SM-G532M
Samsung | Galaxy J2 | j23g | SM-J200H
Samsung | Galaxy J2 | j2lte | SM-J200F
Samsung | Galaxy J2 | j2lte | SM-J200G
Samsung | Galaxy J2 | j2lte | SM-J200GU
Samsung | Galaxy J2 | j2lte | SM-J200M
Samsung | Galaxy J2 | j2lte | SM-J200Y
Samsung | Galaxy J2 | j2ltedtv | SM-J200BT
Samsung | Galaxy J2(2016) | j2xlte | SM-J210F
Samsung | Galaxy J2(2016) | j2xlteins | SM-J210F
Samsung | Galaxy J3 Pop | j3popelteaio Samsung-SM-J326AZ
Samsung | Galaxy J3 Pop | j3popelteaio Samsung-SM-J327AZ
Samsung | Galaxy J3 Pop | j3popelteatt Samsung-SM-J327A
Samsung | Galaxy J3 Pop | j3popeltecan | SM-J327W
Samsung | Galaxy J3 Pop | j3popeltetfntmo | SM-S337TL
Samsung | Galaxy J3 Pop | j3poplteacg | SM-J327R7
Samsung | Galaxy J3 Pop | j3popltelra | SM-J327R6
Samsung | Galaxy J3 Pop | j3popltespr | SM-J327P
Samsung | Galaxy J3 Pop | j3popltetfnvzw | SM-S327VL
Samsung | Galaxy J3 Pop | j3poplteusc | SM-J327R4
Samsung | Galaxy J3 Pop | j3popltevzw | SM-J327V
Samsung | Galaxy J3 Pop | j3popltevzw | SM-J327VPP
Samsung | Galaxy J3 Prime | j3popeltemtr | SM-J327T1
Samsung | Galaxy J3 Prime | j3popeltetmo | SM-J327T
Samsung | Galaxy J3 Pro | j3xpro6mltechn | SM-J3119S
Samsung | Galaxy J3 Pro | j3xproltechn | SM-J3110
Samsung | Galaxy J3 Pro | j3xproltectc | SM-J3119
Samsung | Galaxy J3 Pro | j3y17lte | SM-J330G
Samsung | Galaxy J3 | j3ltectc | SM-J3109
Samsung | Galaxy J3 | j3ltespr | SM-J320P
Samsung | Galaxy J3 | j3popelteue | SM-J327U
Samsung | Galaxy J3 | j3x3g | SM-J320H
Samsung | Galaxy J3(2016) | j3ltekx | SM-J320N0
Samsung | Galaxy J3(2016) | j3ltetfnvzw | SM-S320VL
Samsung | Galaxy J3(2016) | j3ltetw | SM-J320Y
Samsung | Galaxy J3(2016) | j3ltetw | SM-J320YZ
Samsung | Galaxy J3(2016) | j3lteusc | SM-J320R4
Samsung | Galaxy J3(2016) | j3ltevzw | SM-J320V
Samsung | Galaxy J3(2016) | j3ltevzw | SM-J320VPP
Samsung | Galaxy J3(2016) | j3ltexsa | SM-J320ZN
Samsung | Galaxy J3(2016) | j3xlte | SM-J320F
Samsung | Galaxy J3(2016) | j3xlte | SM-J320G
Samsung | Galaxy J3(2016) | j3xlte | SM-J320M
Samsung | Galaxy J3(2016) | j3xlteaio Samsung-SM-J320AZ
Samsung | Galaxy J3(2016) | j3xlteaio Samsung-SM-J321AZ
Samsung | Galaxy J3(2016) | j3xlteatt Samsung-SM-J320A
Samsung | Galaxy J3(2016) | j3xltebmc | SM-J320W8
Samsung | Galaxy J3(2016) | j3xnlte | SM-J320FN
Samsung | Galaxy J3(2017) | j3y17lte | SM-J330F
Samsung | Galaxy J3(2017) | j3y17lte | SM-J330FN
Samsung | Galaxy J3(2017) | j3y17ltelgt | SM-J330L
Samsung | Galaxy J3(2017) | j3y17qltecmcc | SM-J3300
Samsung | Galaxy J3(2017) | j3y17qltecmcc | SM-J3308
Samsung | Galaxy J5 Prime | on5xelte | SM-G570F
Samsung | Galaxy J5 Prime | on5xelte | SM-G570M
Samsung | Galaxy J5 Prime | on5xelte | SM-G570Y
Samsung | Galaxy J5 Prime | on5xelteins | SM-G570F
Samsung | Galaxy J5 Prime | on5xltechn | SM-G5700
Samsung | Galaxy J5 Pro | j5y17ltedx | SM-J530Y
Samsung | Galaxy J5 Pro | j5y17ltextc | SM-J530YM
Samsung | Galaxy J5 | j53g | SM-J500H
Samsung | Galaxy J5 | j5lte | SM-J5007
Samsung | Galaxy J5 | j5lte | SM-J500F
Samsung | Galaxy J5 | j5lte | SM-J500G
Samsung | Galaxy J5 | j5lte | SM-J500M
Samsung | Galaxy J5 | j5ltechn | SM-J5008
Samsung | Galaxy J5 | j5ltekx | SM-J500N0
Samsung | Galaxy J5 | j5nlte | SM-J500FN
Samsung | Galaxy J5 | j5ylte | SM-J500Y
Samsung | Galaxy J5(2016) | j5x3g | SM-J510H
Samsung | Galaxy J5(2016) | j5xltecmcc | SM-J5108
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510F
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510FN0
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510FQ
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510GN
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510MN
Samsung | Galaxy J5(2016) | j5xnlte | SM-J510UN
Samsung | Galaxy J5(2016) | j5xnltektt | SM-J510K
Samsung | Galaxy J5(2016) | j5xnltelgt | SM-J510L
Samsung | Galaxy J5(2016) | j5xnlteskt | SM-J510S
Samsung | Galaxy J5(2017) | j5y17lte | SM-J530F
Samsung | Galaxy J5(2017) | j5y17lte | SM-J530FM
Samsung | Galaxy J5(2017) | j5y17lte | SM-J530G
Samsung | Galaxy J5(2017) | j5y17lte | SM-J530GM
Samsung | Galaxy J5(2017) | j5y17ltektt | SM-J530K
Samsung | Galaxy J5(2017) | j5y17ltelgt | SM-J530L
Samsung | Galaxy J5(2017) | j5y17lteskt | SM-J530S
Samsung | Galaxy J7 Max | j7maxlte | SM-G615F
Samsung | Galaxy J7 Neo | j7velte | SM-J701F
Samsung | Galaxy J7 Neo | j7velte | SM-J701M
Samsung | Galaxy J7 Neo | j7velte | SM-J701MT
Samsung | Galaxy J7 Pop | j7popelteaio Samsung-SM-J727AZ
Samsung | Galaxy J7 Pop | j7popelteatt Samsung-SM-J727A
Samsung | Galaxy J7 Pop | j7popelteskt | SM-J727S
Samsung | Galaxy J7 Pop | j7popeltetfntmo | SM-S737TL
Samsung | Galaxy J7 Pop | j7popelteue | SM-J727U
Samsung | Galaxy J7 Pop | j7popltespr | SM-J727P
Samsung | Galaxy J7 Pop | j7poplteusc | SM-J727R4
Samsung | Galaxy J7 Pop | j7popltevzw | SM-J727V
Samsung | Galaxy J7 Pop | j7popltevzw | SM-J727VPP
Samsung | Galaxy J7 Pop | j7popqltetfnvzw | SM-S727VL
Samsung | Galaxy J7 Prime | j7popeltemtr | SM-J727T1
Samsung | Galaxy J7 Prime | j7popeltetmo | SM-J727T
Samsung | Galaxy J7 Prime | on7xelte | SM-G610F
Samsung | Galaxy J7 Prime | on7xelte | SM-G610M
Samsung | Galaxy J7 Prime | on7xelte | SM-G610Y
Samsung | Galaxy J7 Prime | on7xltechn | SM-G6100
Samsung | Galaxy J7 Pro | j7y17lte | SM-J730G
Samsung | Galaxy J7 Pro | j7y17lte | SM-J730GM
Samsung | Galaxy J7 | j75ltektt | SM-J700K
Samsung | Galaxy J7 | j7e3g | SM-J700H
Samsung | Galaxy J7 | j7elte | SM-J700F
Samsung | Galaxy J7 | j7elte | SM-J700M
Samsung | Galaxy J7 | j7ltechn | SM-J7008
Samsung | Galaxy J7(2015) | j7ltespr | SM-J700P
Samsung | Galaxy J7(2016) | j7eltemtr | SM-J700T1
Samsung | Galaxy J7(2016) | j7eltetmo | SM-J700T
Samsung | Galaxy J7(2016) | j7xelte | SM-J710F
Samsung | Galaxy J7(2016) | j7xelte | SM-J710FQ
Samsung | Galaxy J7(2016) | j7xelte | SM-J710GN
Samsung | Galaxy J7(2016) | j7xelte | SM-J710MN
Samsung | Galaxy J7(2016) | j7xeltecmcc | SM-J7108
Samsung | Galaxy J7(2016) | j7xeltektt | SM-J710K
Samsung | Galaxy J7(2016) | j7xltectc | SM-J7109
Samsung | Galaxy J7(2017) | j7y17lte | SM-J730F
Samsung | Galaxy J7(2017) | j7y17lte | SM-J730FM
Samsung | Galaxy J7(2017) | j7y17lte | SM-J730G
Samsung | Galaxy J7(2017) | j7y17lte | SM-J730GM
Samsung | Galaxy J7(2017) | j7y17ltektt | SM-J730K
Samsung | Galaxy J7+ | jadelte | SM-C710F
Samsung | Galaxy K Zoom | m2a3g | SM-C111
Samsung | Galaxy K Zoom | m2a3g | SM-C111M
Samsung | Galaxy K Zoom | m2alte | SM-C115
Samsung | Galaxy K Zoom | m2alte | SM-C115M
Samsung | Galaxy K Zoom | m2altecan | SM-C115W
Samsung | Galaxy K Zoom | m2altelgt | SM-C115L
Samsung | Galaxy K | SHW-M130K | SHW-M130K
Samsung | Galaxy M Pro2 | lucas | GT-B7810
Samsung | Galaxy M Style | SHW-M340L | SHW-M340L
Samsung | Galaxy M Style | SHW-M340S | SHW-M340S
Samsung | Galaxy M Style | vastoicmcc | GT-I8258
Samsung | Galaxy Mega 2 | mega23g | SM-G750H
Samsung | Galaxy Mega 5.8 | crater | GT-I9152
Samsung | Galaxy Mega 5.8 | crater3gctc | SCH-P709
Samsung | Galaxy Mega 5.8 | craterss | GT-I9150
Samsung | Galaxy Mega 5.8 | cratertd3g | GT-I9158
Samsung | Galaxy Mega 6.3 | melius3g | GT-I9200
Samsung | Galaxy Mega 6.3 | melius3g | GT-I9208
Samsung | Galaxy Mega 6.3 | melius3gduosctc | SCH-P729
Samsung | Galaxy Mega 6.3 | meliuslte | GT-I9205
Samsung | Galaxy Mega 6.3 | meliuslteatt Samsung-SGH-I527
Samsung | Galaxy Mega 6.3 | meliusltecan | SGH-I527M
Samsung | Galaxy Mega 6.3 | meliusltektt | SHV-E310K
Samsung | Galaxy Mega 6.3 | meliusltelgt | SHV-E310L
Samsung | Galaxy Mega 6.3 | meliuslteMetroPCS | SGH-M819N
Samsung | Galaxy Mega 6.3 | meliuslteskt | SHV-E310S
Samsung | Galaxy Mega 6.3 | meliusltespr | SPH-L600
Samsung | Galaxy Mega 6.3 | meliuslteusc | SCH-R960
Samsung | Galaxy Mega Plus | craterq3g | GT-I9152P
Samsung | Galaxy Mega Plus | craterq3g | GT-I9158P
Samsung | Galaxy Mega Plus | megapluslte | GT-I9158V
Samsung | Galaxy Mega2 | mega2lte | SM-G750F
Samsung | Galaxy Mega2 | mega2lteatt Samsung-SM-G750A
Samsung | Galaxy Mega2 | vasta3g | SM-G750H
Samsung | Galaxy Mega2 | vastalte | SM-G7508Q
Samsung | Galaxy Mega2 | vastaltezh | SM-G7508Q
Samsung | Galaxy Mini | GT-S5570 | GT-S5570
Samsung | Galaxy Mini | GT-S5570B | GT-S5570B
Samsung | Galaxy Mini | GT-S5570I | GT-S5570I
Samsung | Galaxy Mini | GT-S5570L | GT-S5570L
Samsung | Galaxy Mini | GT-S5578 | GT-S5578
Samsung | Galaxy Mini | SGH-T499 | SGH-T499
Samsung | Galaxy Mini | SGH-T499V | SGH-T499V
Samsung | Galaxy Mini | SGH-T499Y | SGH-T499Y
Samsung | Galaxy Mini2 | GT-S6500 | GT-S6500
Samsung | Galaxy Mini2 | GT-S6500D | GT-S6500D
Samsung | Galaxy Mini2 | GT-S6500L | GT-S6500L
Samsung | Galaxy Mini2 | GT-S6500T | GT-S6500T
Samsung | Galaxy Music Duos | ivory | GT-S6012
Samsung | Galaxy Music Duos | ivory | GT-S6012B
Samsung | Galaxy Music | ivoryss | GT-S6010
Samsung | Galaxy Music | ivoryss | GT-S6010L
Samsung | Galaxy Neo | SHW-M220L | SHW-M220L
Samsung | Galaxy Nexus | maguro | Galaxy Nexus
Samsung | Galaxy Nexus | maguro | Galaxy X
Samsung | Galaxy Nexus | toro | Galaxy Nexus
Samsung | Galaxy Nexus | toroplus | Galaxy Nexus
Samsung | Galaxy Note 10.1 2014 Edition | lt033g | SM-P601
Samsung | Galaxy Note 10.1 2014 Edition | lt03lte | SM-P605
Samsung | Galaxy Note 10.1 2014 Edition | lt03lte | SM-P605M
Samsung | Galaxy Note 10.1 2014 Edition | lt03ltetmo | SM-P607T
Samsung | Galaxy Note 10.1 2014 Edition | lt03ltevzw | SM-P605V
Samsung | Galaxy Note 10.1 2014 Edition | lt03wifi | SM-P600
Samsung | Galaxy Note 10.1 2014 Edition | lt03wifikx | SM-P600
Samsung | Galaxy Note 10.1 2014 Edition | lt03wifiue | SM-P600
Samsung | Galaxy Note 10.1 | lt033g | SM-P601
Samsung | Galaxy Note 10.1 | lt033g | SM-P602
Samsung | Galaxy Note 10.1 | lt03ltektt | SM-P605K
Samsung | Galaxy Note 10.1 | lt03ltelgt | SM-P605L
Samsung | Galaxy Note 10.1 | lt03lteskt | SM-P605S
Samsung | Galaxy Note 10.1 | p4notelte | GT-N8020
Samsung | Galaxy Note 10.1 | p4noteltektt | SHV-E230K
Samsung | Galaxy Note 10.1 | p4noteltelgt | SHV-E230L
Samsung | Galaxy Note 10.1 | p4notelteskt | SHV-E230S
Samsung | Galaxy Note 10.1 | p4noteltespr | SPH-P600
Samsung | Galaxy Note 10.1 | p4notelteusc | SCH-I925U
Samsung | Galaxy Note 10.1 | p4noteltevzw | SCH-I925
Samsung | Galaxy Note 10.1 | p4noterf | GT-N8000
Samsung | Galaxy Note 10.1 | p4noterf | GT-N8005
Samsung | Galaxy Note 10.1 | p4noterfktt | SHW-M480K
Samsung | Galaxy Note 10.1 | p4notewifi | GT-N8013
Samsung | Galaxy Note 10.1 | p4notewifi43241any | SHW-M486W
Samsung | Galaxy Note 10.1 | p4notewifiany | SHW-M480W
Samsung | Galaxy Note 10.1 | p4notewifiktt | SHW-M485W
Samsung | Galaxy Note 10.1 | p4notewifiww | GT-N8010
Samsung | Galaxy Note 8.0 | kona3g | GT-N5100
Samsung | Galaxy Note 8.0 | kona3g | GT-N5105
Samsung | Galaxy Note 8.0 | konalte | GT-N5120
Samsung | Galaxy Note 8.0 | konalteatt Samsung-SGH-I467
Samsung | Galaxy Note 8.0 | konaltecan | SGH-I467M
Samsung | Galaxy Note 8.0 | konawifi | GT-N5110
Samsung | Galaxy Note 8.0 | konawifiany | SHW-M500W
Samsung | Galaxy Note Edge | SC-01G | SC-01G
Samsung | Galaxy Note Edge | SCL24 | SCL24
Samsung | Galaxy Note Edge | tbeltektt | SM-N915K
Samsung | Galaxy Note Edge | tbeltelgt | SM-N915L
Samsung | Galaxy Note Edge | tbelteskt | SM-N915S
Samsung | Galaxy Note Edge | tblte | SM-N9150
Samsung | Galaxy Note Edge | tblte | SM-N915F
Samsung | Galaxy Note Edge | tblte | SM-N915FY
Samsung | Galaxy Note Edge | tblte | SM-N915G
Samsung | Galaxy Note Edge | tblte | SM-N915X
Samsung | Galaxy Note Edge | tblteatt Samsung-SM-N915A
Samsung | Galaxy Note Edge | tbltecan | SM-N915W8
Samsung | Galaxy Note Edge | tbltechn | SM-N9150
Samsung | Galaxy Note Edge | tbltespr | SM-N915P
Samsung | Galaxy Note Edge | tbltetmo | SM-N915T
Samsung | Galaxy Note Edge | tbltetmo | SM-N915T3
Samsung | Galaxy Note Edge | tblteusc | SM-N915R4
Samsung | Galaxy Note Edge | tbltevzw | SM-N915V
Samsung | Galaxy Note Fan Edition | gracerlte | SM-N935F
Samsung | Galaxy Note Fan Edition | gracerltektt | SM-N935K
Samsung | Galaxy Note Fan Edition | gracerltelgt | SM-N935L
Samsung | Galaxy Note Fan Edition | gracerlteskt | SM-N935S
Samsung | Galaxy Note II | t0lteatt Samsung-SGH-I317
Samsung | Galaxy Note Pro 12.2 | v1a3g | SM-P901
Samsung | Galaxy Note Pro 12.2 | v1awifi | SM-P900
Samsung | Galaxy Note Pro 12.2 | v1awifikx | SM-P900
Samsung | Galaxy Note Pro 12.2 | viennalte | SM-P905
Samsung | Galaxy Note Pro 12.2 | viennalte | SM-P905M
Samsung | Galaxy Note Pro 12.2 | viennalteatt Samsung-SM-P907A
Samsung | Galaxy Note Pro 12.2 | viennaltekx | SM-P905F0
Samsung | Galaxy Note Pro 12.2 | viennaltevzw | SM-P905V
Samsung | Galaxy Note | GT-I9220 | GT-I9220
Samsung | Galaxy Note | GT-I9228 | GT-I9228
Samsung | Galaxy Note | GT-N7000 | GT-N7000
Samsung | Galaxy Note | GT-N7005 | GT-N7005
Samsung | Galaxy Note | SC-05D | SC-05D
Samsung | Galaxy Note | SCH-i889 | SCH-i889
Samsung | Galaxy Note | SGH-I717 Samsung-SGH-I717
Samsung | Galaxy Note | SGH-I717 | SGH-I717
Samsung | Galaxy Note | SGH-I717D | SGH-I717D
Samsung | Galaxy Note | SGH-I717M | SGH-I717M
Samsung | Galaxy Note | SGH-I717R | SGH-I717R
Samsung | Galaxy Note | SGH-T879 | SGH-T879
Samsung | Galaxy Note | SHV-E160K | SHV-E160K
Samsung | Galaxy Note | SHV-E160L | SHV-E160L
Samsung | Galaxy Note | SHV-E160S | SHV-E160S
Samsung | Galaxy Note2 | SC-02E | SC-02E
Samsung | Galaxy Note2 | t03g | GT-N7100
Samsung | Galaxy Note2 | t03g | GT-N7100T
Samsung | Galaxy Note2 | t03gchn | GT-N7100
Samsung | Galaxy Note2 | t03gchnduos | GT-N7102
Samsung | Galaxy Note2 | t03gchnduos | GT-N7102i
Samsung | Galaxy Note2 | t03gcmcc | GT-N7108
Samsung | Galaxy Note2 | t03gctc | SCH-N719
Samsung | Galaxy Note2 | t03gcuduos | GT-N7102
Samsung | Galaxy Note2 | t03gcuduos | GT-N7102i
Samsung | Galaxy Note2 | t0lte | GT-N7105
Samsung | Galaxy Note2 | t0lte | GT-N7105T
Samsung | Galaxy Note2 | t0lteatt Samsung-SGH-I317
Samsung | Galaxy Note2 | t0ltecan | SGH-I317M
Samsung | Galaxy Note2 | t0ltecan | SGH-T889V
Samsung | Galaxy Note2 | t0ltecmcc | GT-N7108D
Samsung | Galaxy Note2 | t0ltedcm | SC-02E
Samsung | Galaxy Note2 | t0ltektt | SHV-E250K
Samsung | Galaxy Note2 | t0ltelgt | SHV-E250L
Samsung | Galaxy Note2 | t0lteskt | SHV-E250S
Samsung | Galaxy Note2 | t0ltespr | SPH-L900
Samsung | Galaxy Note2 | t0ltetmo | SGH-T889
Samsung | Galaxy Note2 | t0lteusc | SCH-R950
Samsung | Galaxy Note2 | t0ltevzw | SCH-I605
Samsung | Galaxy Note3 Duos | hlte | SM-N9002
Samsung | Galaxy Note3 Duos | hlte | SM-N9008
Samsung | Galaxy Note3 Neo | frescoltektt | SM-N750K
Samsung | Galaxy Note3 Neo | frescoltelgt | SM-N750L
Samsung | Galaxy Note3 Neo | frescolteskt | SM-N750S
Samsung | Galaxy Note3 Neo | hl3g | SM-N750
Samsung | Galaxy Note3 Neo | hl3g | SM-N7500Q
Samsung | Galaxy Note3 Neo | hl3gds | SM-N7502
Samsung | Galaxy Note3 Neo | hllte | SM-N7505
Samsung | Galaxy Note3 Neo | hllte | SM-N7505L
Samsung | Galaxy Note3 Neo | hllte | SM-N7507
Samsung | Galaxy Note3 | ha3g | SM-N900
Samsung | Galaxy Note3 | ha3g | SM-N9000Q
Samsung | Galaxy Note3 | hlte | SM-N9005
Samsung | Galaxy Note3 | hlte | SM-N9006
Samsung | Galaxy Note3 | hlte | SM-N9007
Samsung | Galaxy Note3 | hlte | SM-N9008V
Samsung | Galaxy Note3 | hlte | SM-N9009
Samsung | Galaxy Note3 | hlte | SM-N900U
Samsung | Galaxy Note3 | hlteatt Samsung-SM-N900A
Samsung | Galaxy Note3 | hltecan | SM-N900W8
Samsung | Galaxy Note3 | hltektt | SM-N900K
Samsung | Galaxy Note3 | hltelgt | SM-N900L
Samsung | Galaxy Note3 | hlteskt | SM-N900S
Samsung | Galaxy Note3 | hltespr | SM-N900P
Samsung | Galaxy Note3 | hltetmo | SM-N900T
Samsung | Galaxy Note3 | hlteusc | SM-N900R4
Samsung | Galaxy Note3 | hltevzw | SM-N900V
Samsung | Galaxy Note3 | htdlte | SM-N9007
Samsung | Galaxy Note3 | SC-01F | SC-01F
Samsung | Galaxy Note3 | SC-02F | SC-02F
Samsung | Galaxy Note3 | SCL22 | SCL22
Samsung | Galaxy Note4 | tre3caltektt | SM-N916K
Samsung | Galaxy Note4 | tre3caltelgt | SM-N916L
Samsung | Galaxy Note4 | tre3calteskt | SM-N916S
Samsung | Galaxy Note4 | tre3g | SM-N910H
Samsung | Galaxy Note4 | trelte | SM-N910C
Samsung | Galaxy Note4 | treltektt | SM-N910K
Samsung | Galaxy Note4 | treltelgt | SM-N910L
Samsung | Galaxy Note4 | trelteskt | SM-N910S
Samsung | Galaxy Note4 | trhplte | SM-N910U
Samsung | Galaxy Note4 | trlte | SM-N910F
Samsung | Galaxy Note4 | trlte | SM-N910G
Samsung | Galaxy Note4 | trlte | SM-N910X
Samsung | Galaxy Note4 | trlteatt Samsung-SM-N910A
Samsung | Galaxy Note4 | trlteatt | SM-N910F
Samsung | Galaxy Note4 | trltecan | SM-N910W8
Samsung | Galaxy Note4 | trltechn | SM-N9100
Samsung | Galaxy Note4 | trltechn | SM-N9106W
Samsung | Galaxy Note4 | trltechn | SM-N9108V
Samsung | Galaxy Note4 | trltechn | SM-N9109W
Samsung | Galaxy Note4 | trltechnzh | SM-N9100
Samsung | Galaxy Note4 | trltespr | SM-N910P
Samsung | Galaxy Note4 | trltetmo | SM-N910T
Samsung | Galaxy Note4 | trltetmo | SM-N910T2
Samsung | Galaxy Note4 | trltetmo | SM-N910T3
Samsung | Galaxy Note4 | trlteusc | SM-N910R4
Samsung | Galaxy Note4 | trltevzw | SM-N910V
Samsung | Galaxy Note5 | noblelte | SM-N9208
Samsung | Galaxy Note5 | noblelte | SM-N920C
Samsung | Galaxy Note5 | noblelte | SM-N920F
Samsung | Galaxy Note5 | noblelte | SM-N920G
Samsung | Galaxy Note5 | noblelte | SM-N920I
Samsung | Galaxy Note5 | noblelte | SM-N920X
Samsung | Galaxy Note5 | noblelteacg | SM-N920R7
Samsung | Galaxy Note5 | noblelteatt Samsung-SM-N920A
Samsung | Galaxy Note5 | nobleltebmc | SM-N920W8
Samsung | Galaxy Note5 | nobleltechn | SM-N9200
Samsung | Galaxy Note5 | nobleltecmcc | SM-N9208
Samsung | Galaxy Note5 | nobleltehk | SM-N9200
Samsung | Galaxy Note5 | nobleltektt | SM-N920K
Samsung | Galaxy Note5 | nobleltelgt | SM-N920L
Samsung | Galaxy Note5 | nobleltelra | SM-N920R6
Samsung | Galaxy Note5 | noblelteskt | SM-N920S
Samsung | Galaxy Note5 | nobleltespr | SM-N920P
Samsung | Galaxy Note5 | nobleltetmo | SM-N920T
Samsung | Galaxy Note5 | noblelteusc | SM-N920R4
Samsung | Galaxy Note5 | nobleltevzw | SM-N920V
Samsung | Galaxy Note7 | gracelte | SM-N930F
Samsung | Galaxy Note7 | gracelte | SM-N930X
Samsung | Galaxy Note7 | graceltektt | SM-N930K
Samsung | Galaxy Note7 | graceltelgt | SM-N930L
Samsung | Galaxy Note7 | gracelteskt | SM-N930S
Samsung | Galaxy Note7 | graceqlteacg | SM-N930R7
Samsung | Galaxy Note7 | graceqlteatt Samsung-SM-N930A
Samsung | Galaxy Note7 | graceqltebmc | SM-N930W8
Samsung | Galaxy Note7 | graceqltechn | SM-N9300
Samsung | Galaxy Note7 | graceqltedcm | SGH-N037
Samsung | Galaxy Note7 | graceqltelra | SM-N930R6
Samsung | Galaxy Note7 | graceqltespr | SM-N930P
Samsung | Galaxy Note7 | graceqltetfnvzw | SM-N930VL
Samsung | Galaxy Note7 | graceqltetmo | SM-N930T
Samsung | Galaxy Note7 | graceqlteue | SM-N930U
Samsung | Galaxy Note7 | graceqlteusc | SM-N930R4
Samsung | Galaxy Note7 | graceqltevzw | SM-N930V
Samsung | Galaxy Note7 | SC-01J | SC-01J
Samsung | Galaxy Note7 | SCV34 | SCV34
Samsung | Galaxy Note8 | greatlte | SM-N950F
Samsung | Galaxy Note8 | greatlteks | SM-N950N
Samsung | Galaxy Note8 | greatqlte | SM-N950U
Samsung | Galaxy Note8 | greatqltechn | SM-N9500
Samsung | Galaxy Note8 | greatqltecmcc | SM-N9508
Samsung | Galaxy Note8 | greatqltecs | SM-N950W
Samsung | Galaxy Note8 | greatqlteue | SM-N950U1
Samsung | Galaxy NX | u0lte | EK-GN120
Samsung | Galaxy NX | u0lte | EK-GN120A
Samsung | Galaxy NX | u0lteue | EK-GN120A
Samsung | Galaxy On Max | j7maxlte | SM-G615FU
Samsung | Galaxy On Nxt | on7xelte | SM-G610F
Samsung | Galaxy On5 | o5lte | SM-G550FY
Samsung | Galaxy On5 | o5ltechn | SM-G5500
Samsung | Galaxy On5 | o5prolte | SM-G550FY
Samsung | Galaxy On5 | on5ltemtr | SM-G550T1
Samsung | Galaxy On5 | on5ltetfntmo | SM-S550TL
Samsung | Galaxy On5 | on5ltetmo | SM-G550T
Samsung | Galaxy On5 | on5ltetmo | SM-G550T2
Samsung | Galaxy On5(2016) | on5xfltechn | SM-G5520
Samsung | Galaxy On5(2016) | on5xfltechn | SM-G5528
Samsung | Galaxy On5(2016) | on5xlltechn | SM-G5510
Samsung | Galaxy On5(2016) | on5xltechn | SM-G5700
Samsung | Galaxy On7 Pro | o7prolte | SM-G600FY
Samsung | Galaxy On7 | o7lte | SM-G600FY
Samsung | Galaxy On7 | o7ltechn | SM-G6000
Samsung | Galaxy On7 | on7elte | SM-G600F
Samsung | Galaxy On7(2016) | on7xeltektt | SM-G610K
Samsung | Galaxy On7(2016) | on7xeltelgt | SM-G610L
Samsung | Galaxy On7(2016) | on7xelteskt | SM-G610S
Samsung | Galaxy On7(2016) | on7xltechn | SM-G6100
Samsung | Galaxy On8 | j7xlte | SM-J710FN
Samsung | Galaxy Player 3.6 | YP-GS1 | YP-GS1
Samsung | Galaxy Player 4 | YP-GB1 | YP-GB1
Samsung | Galaxy Player 4.0 | YP-G1 | YP-G1
Samsung | Galaxy Player 4.2 | YP-GI1 | YP-GI1
Samsung | Galaxy Player 5 | YP-G70 | YP-G70
Samsung | Galaxy Player 5.8 | harrison | YP-GP1
Samsung | Galaxy Player 5.8 | harrisonkrktt | YP-GP1
